No.,Items1,Items2,Items3,Items4,Items5,Items6,Items7,Items8,Items9,,,,,,,,,,,,,,,,,,,,,,,
1904,Kroket,Misoa,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,Sosis_solo,Donat,EsCoklat_botol,Risoles,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,Arem_arem,RotiManis_Keju,EsCoklat_botol,Risoles,Brownies,KunirAsem_botol,Donat,Camilan_khas_pati,,,,,,,,,,brown bread,pastry,semi-finished bread,margarine,,,,,,,,,,,
1907,Kroisan,EsKopi_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,Brownies,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,Risoles,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,Roti_Tawar,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,EsKopi_botol,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,Risoles,Kroket,Kue_lumpur,Kue_Kering,Maffin,KunirAsem_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
1914,Bollen_pisang,Kue_Kering,Camilan_khas_pati,KunirAsem_botol,Kue_lumpur,Arem_arem,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
1915,Roti_Tawar,Arem_arem,EsCoklat_botol,Maffin,Brownies,Kroisan,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
1916,Bollen_pisang,Kue_Kering,RotiManis_Keju,Risoles,Kue_lumpur,EsCoklat_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
1917,EsKopi_botol,Apem,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,Risoles,EsCoklat_botol,Camilan_khas_pati,Misoa,Brownies,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
1919,Kroket,Roti_Tawar,EsCoklat_botol,Lemper,Kue_lumpur,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
1920,RotiManis_Keju,EsCoklat_botol,Misoa,RotiManis_Coklat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,Kroket,RotiManis_Coklat,Camilan_khas_pati,Misoa,Brownies,EsKopi_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
1922,RotiManis_Keju,Risoles,EsCoklat_botol,Kue_lumpur,Misoa,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
1923,Bollen_pisang,Kue_Kering,Sosis_solo,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,Arem_arem,Kroket,Apem,Brownies,Kue_lumpur,KunirAsem_botol,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,Kroket,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,Kue_Kering,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,Roti_Tawar,RotiManis_Coklat,EsCoklat_botol,Risoles,KunirAsem_botol,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
1928,EsCoklat_botol,Apem,Risoles,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,Camilan_khas_pati,EsCoklat_botol,RotiManis_Keju,Kroket,Kroisan,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
1930,EsCoklat_botol,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,Kue_Kering,Kroket,RotiManis_Keju,Maffin,RotiManis_Coklat,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,Kue_lumpur,Maffin,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,Arem_arem,KunirAsem_botol,Risoles,Kue_lumpur,Brownies,EsCoklat_botol,Donat,Camilan_khas_pati,,,,,,,,,,syrup,detergent,,,,,,,,,,,,,
1934,RotiManis_Keju,EsCoklat_botol,Arem_arem,Risoles,Brownies,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,Lemper,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,Roti_Tawar,Donat,EsCoklat_botol,Kue_lumpur,Maffin,Arem_arem,Kue_Kering,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
1937,Arem_arem,Kroket,EsCoklat_botol,Risoles,KunirAsem_botol,Apem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
1938,Camilan_khas_pati,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,Kroket,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,Kue_lumpur,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,Roti_Tawar,Kroket,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,Kroket,Brownies,EsCoklat_botol,RotiManis_Selai,EsKopi_botol,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
1943,Sosis_solo,Apem,Maffin,Camilan_khas_pati,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,Kroket,Brownies,Camilan_khas_pati,Maffin,EsKopi_botol,EsCoklat_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
1945,Roti_Tawar,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,Camilan_khas_pati,Roti_Tawar,Sosis_solo,KunirAsem_botol,Maffin,Arem_arem,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
1947,Kroket,RotiManis_Selai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,Kroket,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,Kue_lumpur,Kroket,EsCoklat_botol,Donat,Kroisan,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,Arem_arem,EsCoklat_botol,Kroisan,Maffin,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,RotiManis_Keju,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,Bollen_pisang,Kue_Kering,Maffin,Risoles,EsCoklat_botol,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,Kue_lumpur,EsCoklat_botol,Kroisan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,Kue_lumpur,Risoles,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Brownies,Kroisan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,Kroket,EsKopi_botol,Kue_lumpur,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Bollen_pisang,Kue_Kering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,RotiManis_Keju,RotiManis_Coklat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,EsKopi_botol,Kroisan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,Roti_Tawar,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,Donat,Kroisan,Sosis_solo,RotiManis_Selai,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,Donat,Sosis_solo,EsKopi_botol,Kroisan,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,Kue_Kering,Risoles,Maffin,Kue_lumpur,EsCoklat_botol,Arem_arem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
1964,Arem_arem,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,RotiManis_Keju,Donat,Arem_arem,Roti_Tawar,EsKopi_botol,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,Bollen_pisang,Kue_Kering,Sosis_solo,Maffin,EsCoklat_botol,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
1967,Kue_lumpur,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,Kue_Kering,Misoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,Kroket,EsCoklat_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,RotiManis_Selai,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,Misoa,EsCoklat_botol,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Risoles,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Camilan_khas_pati,Apem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,Donat,EsCoklat_botol,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,RotiManis_Selai,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,Bollen_pisang,Kue_Kering,RotiManis_Keju,Donat,Risoles,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,Kroket,EsCoklat_botol,Roti_Tawar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,Risoles,Apem,Arem_arem,EsKopi_botol,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,Risoles,KunirAsem_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,Donat,EsCoklat_botol,Roti_Tawar,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,Sosis_solo,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,Bollen_pisang,Kue_Kering,Donat,Kue_lumpur,EsCoklat_botol,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,Brownies,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,Roti_Tawar,Arem_arem,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,Kroket,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,Lemper,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,Bollen_pisang,Kue_Kering,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Kroket,Brownies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,Kue_lumpur,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Sosis_solo,Kroket,RotiManis_Selai,Maffin,EsKopi_botol,Arem_arem,Donat,Bollen_pisang,,,,,,,,,,,,,,,,,,,,,,,,
1992,Arem_arem,Kroket,Donat,EsCoklat_botol,Kroisan,Apem,Kue_Kering,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
1993,EsKopi_botol,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,Donat,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,Bollen_pisang,Kue_Kering,EsCoklat_botol,RotiManis_Selai,EsKopi_botol,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
1996,EsCoklat_botol,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,Sosis_solo,EsCoklat_botol,Kroisan,RotiManis_Selai,Brownies,Arem_arem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Donat,EsCoklat_botol,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,Kroisan,EsKopi_botol,RotiManis_Coklat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Arem_arem,Roti_Tawar,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,Kue_lumpur,Risoles,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Camilan_khas_pati,Sosis_solo,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Camilan_khas_pati,Kroket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Kue_lumpur,Arem_arem,RotiManis_Keju,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Camilan_khas_pati,EsCoklat_botol,Maffin,Kroisan,RotiManis_Keju,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
2006,Risoles,Apem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Camilan_khas_pati,Risoles,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Camilan_khas_pati,RotiManis_Coklat,Sosis_solo,Kue_Kering,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Bollen_pisang,Kue_Kering,EsCoklat_botol,Brownies,Kue_lumpur,Arem_arem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Kroket,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Bollen_pisang,Kue_Kering,Sosis_solo,Misoa,RotiManis_Keju,EsCoklat_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
2012,Kroket,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Roti_Tawar,Kroket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Bollen_pisang,Kue_Kering,Donat,Risoles,EsCoklat_botol,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Camilan_khas_pati,EsKopi_botol,Donat,Misoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Arem_arem,Misoa,Brownies,Kue_lumpur,Maffin,KunirAsem_botol,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
2017,Kue_lumpur,RotiManis_Coklat,Roti_Tawar,Camilan_khas_pati,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Arem_arem,Misoa,Kue_lumpur,Donat,Risoles,EsKopi_botol,Kue_Kering,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
2019,Risoles,RotiManis_Selai,EsCoklat_botol,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Kroket,EsCoklat_botol,Kroisan,Brownies,Apem,Arem_arem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Sosis_solo,Kroket,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Kroket,EsKopi_botol,RotiManis_Keju,Kue_lumpur,Misoa,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
2023,Risoles,EsCoklat_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Bollen_pisang,Kue_Kering,EsKopi_botol,Lemper,EsCoklat_botol,Arem_arem,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
2025,Kroket,Misoa,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Kue_lumpur,Roti_Tawar,Apem,Maffin,Misoa,EsCoklat_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
2027,Bollen_pisang,Kue_Kering,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,Kroket,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,Lemper,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,Kroket,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,Lemper,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,EsCoklat_botol,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,Bollen_pisang,Kue_Kering,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,Risoles,Kroisan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,Kue_lumpur,Kroket,Sosis_solo,Maffin,KunirAsem_botol,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
2036,Roti_Tawar,Risoles,Kue_lumpur,Maffin,RotiManis_Keju,EsKopi_botol,Donat,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,
2037,EsKopi_botol,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,Maffin,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,Risoles,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,Kroket,Brownies,Donat,Arem_arem,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,Maffin,EsCoklat_botol,Roti_Tawar,Kue_Kering,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,Brownies,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,Kroket,Roti_Tawar,Sosis_solo,Donat,KunirAsem_botol,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,Brownies,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,Kue_Kering,Kroisan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,KunirAsem_botol,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,Kroket,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,Kroket,Kroisan,Sosis_solo,EsKopi_botol,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,Brownies,Apem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,Apem,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,Kue_lumpur,Kroket,EsCoklat_botol,Kue_Kering,KunirAsem_botol,Arem_arem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
2052,Arem_arem,Misoa,Sosis_solo,RotiManis_Selai,EsKopi_botol,Apem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
2053,Kue_Kering,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,Camilan_khas_pati,Roti_Tawar,EsCoklat_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,Arem_arem,KunirAsem_botol,Kue_lumpur,Misoa,Brownies,Apem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
2056,RotiManis_Keju,Lemper,EsCoklat_botol,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,Roti_Tawar,Kue_lumpur,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,Arem_arem,Kroket,Sosis_solo,Kue_Kering,EsCoklat_botol,Apem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
2059,Kue_lumpur,EsKopi_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,Camilan_khas_pati,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,Bollen_pisang,Kue_Kering,Arem_arem,RotiManis_Selai,EsKopi_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,Sosis_solo,RotiManis_Coklat,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,Camilan_khas_pati,Roti_Tawar,EsCoklat_botol,Brownies,Maffin,Arem_arem,Donat,Kroket,,,,,,,,,,,,,,,,,,,,,,,,
2064,Camilan_khas_pati,EsCoklat_botol,Kroisan,Kue_Kering,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,Roti_Tawar,Kroket,Brownies,Donat,Maffin,EsKopi_botol,Kue_Kering,,,,,,,,,,,,,,,,,,,,,,,,,
2066,Risoles,Misoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,Bollen_pisang,Kue_Kering,RotiManis_Keju,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,Kroket,RotiManis_Selai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,Roti_Tawar,EsCoklat_botol,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,Sosis_solo,Kroket,RotiManis_Selai,Kue_lumpur,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,Kroket,Kroisan,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,Sosis_solo,Donat,Brownies,Maffin,EsKopi_botol,Arem_arem,Kue_Kering,,,,,,,,,,,,,,,,,,,,,,,,,
2073,Roti_Tawar,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,Maffin,Arem_arem,EsCoklat_botol,Kue_lumpur,Lemper,Brownies,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
2075,Kue_Kering,Misoa,Risoles,Lemper,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,Bollen_pisang,Kue_Kering,EsCoklat_botol,Donat,Maffin,Arem_arem,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,
2077,RotiManis_Keju,EsCoklat_botol,Donat,Kue_lumpur,Risoles,Arem_arem,Kue_Kering,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
2078,Maffin,Risoles,Sosis_solo,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2079,Risoles,EsCoklat_botol,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2080,Arem_arem,Kroket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,Kroket,EsKopi_botol,Arem_arem,Camilan_khas_pati,EsCoklat_botol,Sosis_solo,Donat,Maffin,Lemper,,,,,,,,,,,,,,,,,,,,,,,
2082,EsCoklat_botol,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,Kroket,Risoles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,Arem_arem,Apem,Roti_Tawar,Risoles,Maffin,EsCoklat_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
2085,Lemper,Arem_arem,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,RotiManis_Keju,EsCoklat_botol,Apem,Kue_lumpur,Kroisan,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
2087,EsCoklat_botol,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,Arem_arem,KunirAsem_botol,EsCoklat_botol,RotiManis_Selai,Kue_lumpur,Apem,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
2089,Arem_arem,Misoa,Sosis_solo,Maffin,EsKopi_botol,Apem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
2090,Arem_arem,Apem,Sosis_solo,RotiManis_Selai,EsKopi_botol,Brownies,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
2091,Arem_arem,Apem,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092,Sosis_solo,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093,Kue_lumpur,EsKopi_botol,Roti_Tawar,Brownies,Risoles,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
2094,Bollen_pisang,Kue_Kering,Brownies,EsKopi_botol,Maffin,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
2095,Camilan_khas_pati,Brownies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2096,Kroket,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2097,Kroket,Kroisan,Roti_Tawar,Kue_Kering,Maffin,,,,,,,,,,,,,,,,,,,,,,,,,,,
2098,Kroket,Misoa,Camilan_khas_pati,Kue_lumpur,Maffin,KunirAsem_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
2099,Bollen_pisang,Kue_Kering,Arem_arem,Misoa,Maffin,KunirAsem_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,
2100,Bollen_pisang,Kue_Kering,EsCoklat_botol,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,Kroket,KunirAsem_botol,EsCoklat_botol,Roti_Tawar,Kroisan,Arem_arem,Donat,Maffin,Lemper,,,,,,,,,,,,,,,,,,,,,,,
2102,Brownies,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103,Kue_lumpur,Kroisan,Arem_arem,EsCoklat_botol,Misoa,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,Arem_arem,Apem,RotiManis_Keju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,RotiManis_Coklat,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,Camilan_khas_pati,EsCoklat_botol,Brownies,EsKopi_botol,KunirAsem_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107,Kue_lumpur,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108,Kroket,Brownies,EsCoklat_botol,Lemper,Kue_lumpur,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
2109,Kue_Kering,RotiManis_Coklat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2110,Arem_arem,KunirAsem_botol,RotiManis_Keju,Risoles,EsKopi_botol,Apem,,,,,,,,,,,,,,,,,,,,,,,,,,
2111,Risoles,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2112,Misoa,RotiManis_Coklat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2113,Kue_lumpur,Donat,Arem_arem,EsCoklat_botol,Misoa,,,,,,,,,,,,,,,,,,,,,,,,,,,
2114,Maffin,Kroket,Arem_arem,RotiManis_Selai,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2115,Maffin,Kroket,Sosis_solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2116,EsKopi_botol,Kroket,Kroisan,Camilan_khas_pati,Risoles,Arem_arem,Donat,Maffin,Lemper,,,,,,,,,,,,,,,,,,,,,,,
2117,Kue_lumpur,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2118,Maffin,EsCoklat_botol,Lemper,Kroket,Sosis_solo,Arem_arem,,,,,,,,,,,,,,,,,,,,,,,,,,
2119,Kue_lumpur,EsCoklat_botol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2120,Kue_lumpur,Lemper,Apem,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2121,Camilan_khas_pati,EsCoklat_botol,RotiManis_Keju,Kue_lumpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2122,Arem_arem,Donat,Sosis_solo,Maffin,EsKopi_botol,Apem,Kue_Kering,,,,,,,,,,,,,,,,,,,,,,,,,
2123,EsKopi_botol,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2124,Risoles,Kroket,EsCoklat_botol,Maffin,Kroisan,Arem_arem,Donat,Camilan_khas_pati,,,,,,,,,,,,,,,,,,,,,,,,
